id,name,slug,description,category_id,base_price,compare_at_price,cost_per_item,fabric,fit,color,is_visible,is_featured,deleted_at,created_at,updated_at
3a42e995-8045-4d98-bcc4-9f06196775ef,Advocate Gown - T-Cot,gown-tcot,Durable T-Cot fabric gown combining comfort and longevity. Designed for daily professional use with a neat and structured look.,b6dd61ed-347a-5832-af86-7c6d8890b7ea,2000.00,2400.00,,T-Cot Fabric,modern,Black,true,false,,2026-04-03 17:39:45.352738+00,2026-04-03 17:39:45.352738+00
41a314c3-b608-5c8a-a03b-68a6d8023431,Advocate Gown - Sunsilk,advocate-gown---sunsilk,Lightweight and smooth Sunsilk fabric gown offering comfort and refined appearance. Ideal for regular courtroom use with a polished finish.,b6dd61ed-347a-5832-af86-7c6d8890b7ea,2000.00,2400.00,,Sunsilk Fabric,classic,Black,true,false,,2026-04-03 06:29:46.638785+00,2026-04-03 06:29:46.638785+00
4758eb5f-83bc-5a54-9eae-e948cba61df8,Senior Advocate Gown - Korea Silk,senior-advocate-gown---korea-silk,Premium Korea silk gown designed for senior advocates. Offers a luxurious finish with smooth texture and elegant drape.,b6dd61ed-347a-5832-af86-7c6d8890b7ea,8000.00,9000.00,,Korea Silk,modern,Black,true,true,,2026-04-03 06:29:48.847062+00,2026-04-03 06:29:48.847062+00
4aa919cc-ca97-5f47-abad-ecadd890bf86,Advocate Gown - T-Cot,advocate-gown---t-cot,Durable T-Cot fabric gown combining comfort and longevity. Designed for daily professional use with a neat and structured look.,b6dd61ed-347a-5832-af86-7c6d8890b7ea,2000.00,2400.00,,T-Cot Fabric,classic,Black,true,false,,2026-04-03 06:29:47.208162+00,2026-04-03 06:29:47.208162+00
4b27ed7f-8739-5e1c-b71e-c37d0d46afde,Advocate Gown - Burkha,advocate-gown---burkha,Premium advocate gown crafted in Burkha fabric for durability and comfort. Designed for a professional courtroom appearance with a structured and elegant fall.,b6dd61ed-347a-5832-af86-7c6d8890b7ea,1800.00,2200.00,,Burkha Fabric,classic,Black,true,false,,2026-04-03 06:29:46.285523+00,2026-04-03 06:29:46.285523+00
4db54115-840a-4032-8746-2bda87acf4a5,Queens Counsel Cream Shirt,queens-counsel-cream-shirt,A luxurious Egyptian cotton dress shirt in cream. Features a semi-spread collar and French cuffs.,a1b2c3d4-0001-0001-0001-000000000002,8500.00,,,Egyptian Cotton,slim,Cream,true,false,,2026-04-01 20:29:36.468203+00,2026-04-01 20:29:36.468203+00
53355d95-fdd8-4d5a-b5f2-acebd59ca8fb,Silver Cufflink Set,silver-cufflink-set,Sterling silver cufflinks with a minimalist square design. Presented in a premium gift box.,a1b2c3d4-0001-0001-0001-000000000003,5500.00,,,Sterling Silver,classic,Silver,true,false,,2026-04-01 20:29:36.468203+00,2026-04-01 20:29:36.468203+00
5550aca0-c5cc-559c-b786-45ed4d750783,Dress Shirt & Pant Set (2-Piece),dress-shirt--pant-set-2-piece,Comfortable 2-piece package with premium dress shirt and matching pant. Perfect for professional and formal occasions.,b6dd61ed-347a-5832-af86-7c6d8890b7ea,2000.00,2300.00,,Cotton Blend / Raymond,classic,Black/White,true,true,,2026-04-03 06:29:50.786114+00,2026-04-03 06:29:50.786114+00
5aed9deb-8dd4-5c0d-b9ae-7113db508da2,Black Tie,black-tie,Classic black formal tie crafted with a smooth satin finish. Designed for a refined and professional look. Perfect for courtroom and formal occasions.,e65c49d2-bfa5-5973-b196-918ccddeb6a5,120.00,150.00,,Polyester,classic,Black,true,true,,2026-04-03 06:29:49.756592+00,2026-04-03 06:29:49.756592+00
5b2840c9-4d39-4e84-a5ab-dff4b33641dc,Advocate Gown - Sunsilk,gown-sunsilk,Lightweight and smooth Sunsilk fabric gown offering comfort and refined appearance. Ideal for regular courtroom use with a polished finish.,b6dd61ed-347a-5832-af86-7c6d8890b7ea,2000.00,2400.00,,Sunsilk Fabric,modern,Black,true,false,,2026-04-03 17:38:59.365081+00,2026-04-03 17:38:59.365081+00
5b94e674-b840-4cf4-a708-3412d63de866,Leather Belt Classic Black,leather-belt-classic-black,Full-grain leather dress belt with a brushed silver buckle. Made in Italy.,a1b2c3d4-0001-0001-0001-000000000003,4500.00,5500.00,,Full-Grain Leather,classic,Black,true,false,,2026-04-01 20:29:36.468203+00,2026-04-01 20:29:36.468203+00
5ca73e8a-71ea-4fa0-a6a8-821bd8faa72b,Advocate Gown - Read & Tailor,gown-read-tailor,High-end Read & Tailor fabric gown offering excellent craftsmanship and premium feel. Designed for a distinguished courtroom presence.,b6dd61ed-347a-5832-af86-7c6d8890b7ea,4500.00,5200.00,,Read & Tailor,modern,Black,true,false,,2026-04-03 17:42:03.208569+00,2026-04-03 17:42:03.208569+00
5e8b0a41-ae6f-5925-9e73-4f0c7ea481c9,Dress Socks Pack,dress-socks-pack,"Comfortable cotton stretch dress socks designed for daily formal wear. Soft, breathable, and durable with a snug fit. Ideal for long hours in professional settings.",e65c49d2-bfa5-5973-b196-918ccddeb6a5,90.00,120.00,,100% Cotton,modern,Black,true,false,,2026-04-03 06:29:49.594989+00,2026-04-03 06:29:49.594989+00
644126e9-b0cf-4cdc-90c4-d7b123826a3c,Senior Advocate Gown - Korea Silk,senior-gown-korea-silk,Premium Korea silk gown designed for senior advocates. Offers a luxurious finish with smooth texture and elegant drape.,b6dd61ed-347a-5832-af86-7c6d8890b7ea,8000.00,9000.00,,Korea Silk,classic,Black,true,true,,2026-04-03 17:45:08.01077+00,2026-04-03 17:45:08.01077+00
6a7b181a-b10f-4a4b-861b-7fd3251f2608,Neckband Pack,neckband-pack,"Comfortable cotton neckbands designed for daily formal wear. Soft, breathable, and stretchable for a snug and secure fit. Ideal for courtroom and professional use. Pack of 3 for added value.",e65c49d2-bfa5-5973-b196-918ccddeb6a5,90.00,120.00,,100% Cotton,modern,White,true,false,,2026-04-03 17:46:09.610284+00,2026-04-03 17:46:09.610284+00
6b141d9b-4178-548a-8226-18c6d6bfd499,Pant Cloth,pant-cloth,Premium Raymond pant cloth offering superior quality fabric for tailored trousers. Smooth texture and ideal length for professional stitching.,b6dd61ed-347a-5832-af86-7c6d8890b7ea,1200.00,1500.00,,Raymond Fabric,classic,Grey/Black,true,true,,2026-04-03 06:29:45.878377+00,2026-04-03 06:29:45.878377+00
73b157dc-059e-5885-838c-9a6bcf37fed2,Dress Waistcoat,dress-waistcoat,"Premium Dress Waistcoat (Half Jacket) designed for a sharp and elegant formal look.
Made with high-quality Raymond fabric for superior comfort and durability.
Available in multiple sizes, perfect for professional and special occasions.",b6dd61ed-347a-5832-af86-7c6d8890b7ea,1400.00,1800.00,,Polyviscose,classic,Black,true,true,,2026-04-03 06:29:45.681842+00,2026-04-03 06:29:45.681842+00
7f24629b-ff47-4ae4-9d1f-c2c03dc822cb,The Judge Burgundy Three-Piece,judges-burgundy-three-piece,A distinguished burgundy three-piece suit for those who command attention.,a1b2c3d4-0001-0001-0001-000000000001,55000.00,65000.00,,Super 140s Italian Wool,modern,Burgundy,true,true,,2026-04-01 20:29:36.468203+00,2026-04-01 20:29:36.468203+00
7fae2595-1f3a-5026-9f67-189abd98b994,White Dress Shirt,white-dress-shirt,"Classic white dress shirt designed for a crisp and professional appearance. Comfortable fabric with a tailored fit, ideal for legal and formal wear.",b6dd61ed-347a-5832-af86-7c6d8890b7ea,700.00,900.00,,Cotton Blend,modern,White,true,true,,2026-04-03 06:29:46.086154+00,2026-04-03 06:29:46.086154+00
86f90335-7b55-51e9-b2fe-24d3c4c11a71,Advocate Gown - Lachka,advocate-gown---lachka,Premium Lachka fabric gown with superior drape and elegant texture. Ideal for senior professionals seeking a luxurious finish.,b6dd61ed-347a-5832-af86-7c6d8890b7ea,7500.00,8500.00,,Lachka Fabric,classic,Black,true,true,,2026-04-03 06:29:48.224782+00,2026-04-03 06:29:48.224782+00
87290daf-09d3-40d0-b0ac-26064305f5c5,Love to Develop,love-to-develop,A special test product for payment gateway verification.,a1b2c3d4-0001-0001-0001-000000000003,1.00,,,,,,true,true,,2026-04-03 15:17:38.39681+00,2026-04-03 15:17:38.39681+00
89b24009-3642-46c9-b3a1-6ab196376048,Coat & Pant Set (2-Piece),coat-pant-set-2-piece,Elegant 2-piece package including premium advocate coat and matching pant. Designed for a sharp professional courtroom appearance with superior comfort.,bca30842-185c-52db-aa61-f7143e828556,3800.00,4200.00,,Polyviscose / Raymond,modern,Black,true,true,,2026-04-03 17:47:57.022822+00,2026-04-03 17:47:57.022822+00
984ff3f6-7cc1-4d6b-980d-9387c80d5558,The Solicitor Navy Two-Piece,solicitors-navy-two-piece,A timeless navy two-piece suit made from Merino wool blend. Features a modern fit with clean lines.,a1b2c3d4-0001-0001-0001-000000000001,35000.00,,,Merino Wool Blend,modern,Navy,true,true,,2026-04-01 20:29:36.468203+00,2026-04-01 20:29:36.468203+00
a1396519-1f19-421a-a434-f7c30e129f89,"Coat, Waistcoat & Pant (3-Piece)",coat-waistcoat-pant-set-3-piece,"Complete 3-piece package with premium coat, tailored waistcoat, and matching pant. Designed for a polished professional appearance in the courtroom.",bca30842-185c-52db-aa61-f7143e828556,5000.00,5500.00,,Polyviscose / Raymond,modern,Black,true,true,,2026-04-03 17:50:15.291552+00,2026-04-03 17:50:15.291552+00
a940d9f3-a62b-4c3e-bf98-ca97afa37409,Senior Advocate Gown - Raymond,senior-gown-raymond,"Senior advocate gown crafted from Raymond fabric, offering a refined and authoritative courtroom appearance with superior comfort.",b6dd61ed-347a-5832-af86-7c6d8890b7ea,6500.00,7200.00,,Raymond Fabric,classic,Black,true,true,,2026-04-03 17:43:35.900108+00,2026-04-03 17:43:35.900108+00
a9a47113-5390-5067-8b7a-3e09797e2fee,Leather Belt,leather-belt,Premium genuine leather belt with a durable metal buckle. Offers a classic formal look with adjustable fit and long-lasting performance.,e65c49d2-bfa5-5973-b196-918ccddeb6a5,400.00,500.00,,Genuine Leather,classic,Black,true,true,,2026-04-03 06:29:49.964961+00,2026-04-03 06:29:49.964961+00
aac90188-916e-43fd-9dfa-cdec8597847c,Dress Waistcoat,Dress Waistcoat,"Premium Dress Waistcoat (Half Jacket) designed for a sharp and elegant formal look.
Made with high-quality Raymond fabric for superior comfort and durability.
Available in multiple sizes, perfect for professional and special occasions.",b6dd61ed-347a-5832-af86-7c6d8890b7ea,1400.00,1800.00,,Polyviscose,modern,Black,true,true,,2026-04-03 17:36:25.805151+00,2026-04-03 17:36:25.805151+00
aaea5eb6-1a52-414a-80d2-c7c2d8a38f31,The Silk Navy Tie,silk-navy-tie,A premium silk tie in deep navy with subtle diagonal stripes. Handcrafted from 100% mulberry silk.,a1b2c3d4-0001-0001-0001-000000000003,3500.00,4500.00,,100% Mulberry Silk,classic,Navy,true,false,,2026-04-01 20:29:36.468203+00,2026-04-01 20:29:36.468203+00
b19b7528-2f16-4fcf-aee4-a16a485145f2,Advocate Gown - Superior Burkha,gown-superior-burkha,High-quality superior Burkha fabric gown with enhanced finish and durability. Offers a premium courtroom look with excellent drape.,b6dd61ed-347a-5832-af86-7c6d8890b7ea,3500.00,4000.00,,Superior Burkha,modern,Black,true,true,,2026-04-03 17:40:31.343062+00,2026-04-03 17:40:31.343062+00
b473b440-a264-4b8a-b1ed-cc2d2f07f606,Waistcoat & Pant Set (2-Piece),waistcoat-pant-set-2-piece,Classic 2-piece package including tailored waistcoat and matching pant. Ideal for courtroom or professional formal wear.,bca30842-185c-52db-aa61-f7143e828556,2600.00,3000.00,,Polyviscose / Raymond,modern,Black,true,true,,2026-04-03 17:48:43.064671+00,2026-04-03 17:48:43.064671+00
b695e3a3-8a4e-5736-ab95-0a8ce87cc908,Leather Purse,leather-purse,"Elegant leather purse designed for everyday professional use. Compact, durable, and stylish with ample storage for essentials.",e65c49d2-bfa5-5973-b196-918ccddeb6a5,300.00,400.00,,Genuine Leather,classic,Black,true,false,,2026-04-03 06:29:50.169015+00,2026-04-03 06:29:50.169015+00
c0131292-f238-49dc-ba68-52bdfc4e32f4,The Advocate Black Tuxedo,advocates-black-tuxedo,An elegant black tuxedo with satin lapels for formal galas and award ceremonies.,a1b2c3d4-0001-0001-0001-000000000001,65000.00,75000.00,,Super 130s Wool,classic,Black,true,true,,2026-04-01 20:29:36.468203+00,2026-04-01 20:29:36.468203+00
c77129e9-db5a-4468-af36-ca9d6863a6be,Advocate Gown - Lachka,gown-lachka,Premium Lachka fabric gown with superior drape and elegant texture. Ideal for senior professionals seeking a luxurious finish.,b6dd61ed-347a-5832-af86-7c6d8890b7ea,7500.00,8500.00,,Lachka Fabric,modern,Black,true,true,,2026-04-03 17:42:49.891705+00,2026-04-03 17:42:49.891705+00
c78af34b-abfa-4af8-b6cd-58c2768b9e17,Advocate Gown - Raymond,gown-raymond,Premium Raymond fabric gown known for superior quality and finish. Perfect for professionals seeking a refined and long-lasting garment.,b6dd61ed-347a-5832-af86-7c6d8890b7ea,4500.00,5200.00,,Raymond Fabric,modern,Black,true,true,,2026-04-03 17:41:17.256541+00,2026-04-03 17:41:17.256541+00
d17a5ee4-3d37-5e5c-aad2-0af9e4cea793,Senior Advocate Gown - Burkha,senior-advocate-gown---burkha,Durable Burkha fabric gown tailored for senior advocates. Provides a structured and professional look suitable for daily court use.,b6dd61ed-347a-5832-af86-7c6d8890b7ea,4500.00,5200.00,,Burkha Fabric,modern,Black,true,false,,2026-04-03 06:29:47.416713+00,2026-04-03 06:29:48.645737+00
e2a1b91c-c528-42ed-8638-c5e61b1f114e,Pant Cloth,pant-cloth-raymond,Premium Raymond pant cloth offering superior quality fabric for tailored trousers. Smooth texture and ideal length for professional stitching.,b6dd61ed-347a-5832-af86-7c6d8890b7ea,1200.00,1500.00,,Raymond Fabric,modern,Grey/Black,true,true,,2026-04-03 17:37:11.737467+00,2026-04-03 17:37:11.737467+00
e6af932f-07e1-5ffa-850b-d004f7aa3110,Senior Advocate Gown - Raymond,senior-advocate-gown---raymond,"Senior advocate gown crafted from Raymond fabric, offering a refined and authoritative courtroom appearance with superior comfort.",b6dd61ed-347a-5832-af86-7c6d8890b7ea,6500.00,7200.00,,Raymond Fabric,modern,Black,true,true,,2026-04-03 06:29:48.437966+00,2026-04-03 06:29:48.437966+00
e95508cc-3348-4ae7-8687-3c2626f1b02b,Advocate Gown - Burkha,gown-burkha,Premium advocate gown crafted in Burkha fabric for durability and comfort. Designed for a professional courtroom appearance with a structured and elegant fall.,b6dd61ed-347a-5832-af86-7c6d8890b7ea,1800.00,2200.00,,Burkha Fabric,modern,Black,true,false,,2026-04-03 17:38:13.281473+00,2026-04-03 17:38:13.281473+00
eff88091-b951-57a7-b0aa-e543241cdf5b,Waistcoat & Pant Set (2-Piece),waistcoat--pant-set-2-piece,Classic 2-piece package including tailored waistcoat and matching pant. Ideal for courtroom or professional formal wear.,b6dd61ed-347a-5832-af86-7c6d8890b7ea,2600.00,3000.00,,Polyviscose / Raymond,classic,Black,true,true,,2026-04-03 06:29:50.653547+00,2026-04-03 06:29:50.653547+00
fe186119-4e2f-56bb-ade2-8fbbe8aa75cb,Women's Dress Coat,womens-dress-coat,"Premium women�s advocate coat tailored for a sharp and elegant courtroom appearance. Designed with a flattering fit, high-quality fabric, and superior comfort for long professional hours.",537b1228-8e03-52fd-95e5-e203ceb99607,2500.00,3000.00,,Polyviscose,modern,Black,true,true,,2026-04-03 06:29:49.463343+00,2026-04-03 06:29:49.463343+00
